interval_width,algorithm,replication_number,interval_start,interval_end,duration
10000,sieve_of_sundaram,-1,913306,923306,0.4249687194824219
10000,sieve_of_eratosthenes,-1,102893,112893,0.013034582138061523
10,sieve_of_sundaram,-1,270732,270742,0.10799932479858398
10,sieve_of_eratosthenes,-1,969434,969444,0.12399721145629883
100,sieve_of_eratosthenes,-1,271859,271959,0.03400063514709473
10,naive_algorithm,-1,637886,637896,0.0
100,naive_algorithm,-1,370823,370923,0.0009665489196777344
10000,sieve_of_sundaram,-1,458792,468792,0.19803357124328613
10,sieve_of_eratosthenes,-1,927894,927904,0.1250002384185791
10000,naive_algorithm,-1,906972,916972,0.05499386787414551
100,sieve_of_sundaram,-1,358207,358307,0.1489715576171875
10000,sieve_of_sundaram,-1,63202,73202,0.027033567428588867
100,naive_algorithm,-1,579529,579629,0.0
10000,sieve_of_eratosthenes,-1,734442,744442,0.09196615219116211
1000,naive_algorithm,-1,275162,276162,0.002999544143676758
1000,sieve_of_sundaram,-1,475582,476582,0.2040410041809082
10,naive_algorithm,-1,388944,388954,0.0
1000,sieve_of_eratosthenes,-1,806035,807035,0.1109933853149414
1000,naive_algorithm,-1,646172,647172,0.0039997100830078125
1000,sieve_of_eratosthenes,-1,856363,857363,0.11200070381164551
10,sieve_of_sundaram,-1,54320,54330,0.01899862289428711
1000,sieve_of_sundaram,-1,494233,495233,0.21500229835510254
100,sieve_of_sundaram,-1,883123,883223,0.40796685218811035
1000,naive_algorithm,-1,734720,735720,0.004999637603759766
1000,sieve_of_sundaram,-1,548633,549633,0.24508404731750488
10000,sieve_of_eratosthenes,-1,568157,578157,0.07503151893615723
100,naive_algorithm,-1,393381,393481,0.0
10000,naive_algorithm,-1,337806,347806,0.03696489334106445
10,sieve_of_eratosthenes,-1,195890,195900,0.02300095558166504
10000,sieve_of_sundaram,-1,120195,130195,0.04703116416931152
1000,naive_algorithm,-1,384024,385024,0.004000425338745117
1000,sieve_of_eratosthenes,-1,7957,8957,0.0009675025939941406
100,sieve_of_eratosthenes,-1,581867,581967,0.07700133323669434
1000,sieve_of_eratosthenes,-1,205375,206375,0.02500009536743164
10000,sieve_of_sundaram,-1,264562,274562,0.1100316047668457
10,sieve_of_eratosthenes,-1,844952,844962,0.10896897315979004
10000,sieve_of_sundaram,-1,129677,139677,0.05502772331237793
100,sieve_of_eratosthenes,-1,279761,279861,0.03297114372253418
1000,sieve_of_eratosthenes,-1,944819,945819,0.12099885940551758
100,sieve_of_eratosthenes,-1,251462,251562,0.02999711036682129
100,naive_algorithm,-1,670700,670800,0.0
100,naive_algorithm,-1,373454,373554,0.0009999275207519531
1000,sieve_of_eratosthenes,-1,714718,715718,0.09301638603210449
100,sieve_of_sundaram,-1,53287,53387,0.017984390258789062
10,sieve_of_eratosthenes,-1,411002,411012,0.05200076103210449
1000,naive_algorithm,-1,343478,344478,0.003999233245849609
100,sieve_of_eratosthenes,-1,822768,822868,0.10500097274780273
1000,naive_algorithm,-1,236634,237634,0.003000020980834961
10000,sieve_of_eratosthenes,-1,318558,328558,0.0409998893737793
100,sieve_of_eratosthenes,-1,668419,668519,0.08699893951416016
1000,sieve_of_eratosthenes,-1,948733,949733,0.12200069427490234
100,sieve_of_eratosthenes,-1,684197,684297,0.0859992504119873
100,naive_algorithm,-1,354233,354333,0.0
10000,sieve_of_sundaram,-1,151572,161572,0.058031320571899414
1000,sieve_of_sundaram,-1,77611,78611,0.028005599975585938
1000,sieve_of_eratosthenes,-1,653864,654864,0.08496284484863281
100,sieve_of_sundaram,-1,794249,794349,0.3529973030090332
100,sieve_of_eratosthenes,-1,667261,667361,0.08400273323059082
10000,naive_algorithm,-1,69479,79479,0.02099919319152832
10,sieve_of_sundaram,-1,131892,131902,0.05000019073486328
10,sieve_of_sundaram,-1,924934,924944,0.4179987907409668
10000,sieve_of_sundaram,-1,169756,179756,0.06903409957885742
10000,sieve_of_sundaram,-1,688435,698435,0.31596827507019043
1000,sieve_of_sundaram,-1,511278,512278,0.22099828720092773
10000,sieve_of_sundaram,-1,476219,486219,0.20600080490112305
10,sieve_of_eratosthenes,-1,28559,28569,0.003000020980834961
1000,naive_algorithm,-1,270864,271864,0.0029990673065185547
10000,naive_algorithm,-1,230928,240928,0.03003215789794922
10000,sieve_of_sundaram,-1,222370,232370,0.08694338798522949
1000,naive_algorithm,-1,379604,380604,0.003999948501586914
10,sieve_of_eratosthenes,-1,147335,147345,0.017003536224365234
100,sieve_of_sundaram,-1,873547,873647,0.3919978141784668
10,sieve_of_sundaram,-1,658146,658156,0.27899765968322754
1000,naive_algorithm,-1,7184,8184,0.0019991397857666016
100,sieve_of_sundaram,-1,652113,652213,0.29199957847595215
10000,sieve_of_eratosthenes,-1,670174,680174,0.08999943733215332
10000,naive_algorithm,-1,587121,597121,0.04703259468078613
100,sieve_of_sundaram,-1,155953,156053,0.05800008773803711
10000,naive_algorithm,-1,183175,193175,0.0299685001373291
1000,sieve_of_sundaram,-1,923212,924212,0.424999475479126
100,sieve_of_sundaram,-1,354194,354294,0.14803194999694824
10,naive_algorithm,-1,980099,980109,0.0
100,sieve_of_sundaram,-1,534502,534602,0.2350010871887207
1000,sieve_of_eratosthenes,-1,534436,535436,0.06596660614013672
10,sieve_of_sundaram,-1,922671,922681,0.4219992160797119
100,sieve_of_eratosthenes,-1,969414,969514,0.12903428077697754
10,sieve_of_eratosthenes,-1,996255,996265,0.14096641540527344
10000,naive_algorithm,-1,489009,499009,0.0429987907409668
10,naive_algorithm,-1,898412,898422,0.0
10,naive_algorithm,-1,295619,295629,0.0
10000,sieve_of_eratosthenes,-1,638307,648307,0.08100175857543945
10,sieve_of_sundaram,-1,526029,526039,0.2239985466003418
1000,sieve_of_sundaram,-1,843902,844902,0.3730003833770752
1000,naive_algorithm,-1,65168,66168,0.0019981861114501953
10,sieve_of_sundaram,-1,52624,52634,0.018000125885009766
1000,naive_algorithm,-1,257783,258783,0.0029981136322021484
1000,sieve_of_eratosthenes,-1,913454,914454,0.11403369903564453
1000,sieve_of_sundaram,-1,908901,909901,0.4069652557373047
10000,sieve_of_eratosthenes,-1,364299,374299,0.04700207710266113
1000,sieve_of_eratosthenes,-1,152851,153851,0.01799917221069336
10,sieve_of_eratosthenes,-1,719418,719428,0.09200143814086914
1000,sieve_of_sundaram,-1,579549,580549,0.24403119087219238
100,naive_algorithm,-1,724565,724665,0.0010013580322265625
10000,sieve_of_sundaram,-1,595889,605889,0.2579660415649414
1000,naive_algorithm,-1,297868,298868,0.0040051937103271484
10,sieve_of_eratosthenes,-1,313851,313861,0.04002833366394043
100,sieve_of_sundaram,-1,486829,486929,0.20896625518798828
10,sieve_of_eratosthenes,-1,661003,661013,0.09000086784362793
100,naive_algorithm,-1,135948,136048,0.0
10000,naive_algorithm,-1,217712,227712,0.03299880027770996
10,naive_algorithm,-1,49855,49865,0.0
10000,sieve_of_eratosthenes,-1,856624,866624,0.11600112915039062
10000,sieve_of_sundaram,-1,676269,686269,0.3059976100921631
100,sieve_of_sundaram,-1,610881,610981,0.26400017738342285
10000,sieve_of_sundaram,-1,379027,389027,0.16199922561645508
100,sieve_of_sundaram,-1,731082,731182,0.32604193687438965
1000,sieve_of_eratosthenes,-1,762509,763509,0.09496092796325684
100,naive_algorithm,-1,7631,7731,0.0
10000,naive_algorithm,-1,181051,191051,0.03203248977661133
100,sieve_of_sundaram,-1,938631,938731,0.430966854095459
10,sieve_of_sundaram,-1,838174,838184,0.36899781227111816
100,sieve_of_eratosthenes,-1,604447,604547,0.07700228691101074
10,sieve_of_sundaram,-1,867399,867409,0.3829975128173828
10000,sieve_of_sundaram,-1,509513,519513,0.22300219535827637
10,sieve_of_sundaram,-1,60845,60855,0.02103137969970703
1000,sieve_of_sundaram,-1,504042,505042,0.21596860885620117
10000,sieve_of_sundaram,-1,731404,741404,0.33503246307373047
1000,sieve_of_sundaram,-1,870436,871436,0.39496564865112305
10000,naive_algorithm,-1,554103,564103,0.04700064659118652
10,sieve_of_eratosthenes,-1,105319,105329,0.012000560760498047
10,naive_algorithm,-1,475506,475516,0.0
10,sieve_of_sundaram,-1,78819,78829,0.031001806259155273
10000,naive_algorithm,-1,666003,676003,0.05099844932556152
1000,sieve_of_eratosthenes,-1,2289,3289,0.0010018348693847656
100,naive_algorithm,-1,483190,483290,0.0
1000,sieve_of_sundaram,-1,316835,317835,0.1300339698791504
10,naive_algorithm,-1,340751,340761,0.0
10,naive_algorithm,-1,782321,782331,0.0
100,sieve_of_eratosthenes,-1,272499,272599,0.03599214553833008
10000,sieve_of_eratosthenes,-1,160565,170565,0.021000146865844727
10000,naive_algorithm,-1,539625,549625,0.046999454498291016
100,sieve_of_sundaram,-1,431842,431942,0.17905092239379883
10,naive_algorithm,-1,581583,581593,0.0
100,sieve_of_eratosthenes,-1,445013,445113,0.05594944953918457
100,sieve_of_eratosthenes,-1,589946,590046,0.07303094863891602
1000,naive_algorithm,-1,163529,164529,0.0030074119567871094
1000,naive_algorithm,-1,363655,364655,0.003993034362792969
10000,sieve_of_eratosthenes,-1,936260,946260,0.12699604034423828
100,sieve_of_sundaram,-1,86135,86235,0.031970977783203125
1000,naive_algorithm,-1,227733,228733,0.003999948501586914
10,sieve_of_sundaram,-1,976057,976067,0.4460008144378662
100,sieve_of_eratosthenes,-1,936486,936586,0.12600064277648926
10000,sieve_of_sundaram,-1,292696,302696,0.127000093460083
100,sieve_of_sundaram,-1,471738,471838,0.1979999542236328
100,naive_algorithm,-1,537749,537849,0.0
10,sieve_of_eratosthenes,-1,730494,730504,0.08999967575073242
10,naive_algorithm,-1,503686,503696,0.0
1000,sieve_of_eratosthenes,-1,846524,847524,0.10599923133850098
10000,sieve_of_eratosthenes,-1,388203,398203,0.04699993133544922
100,sieve_of_eratosthenes,-1,349278,349378,0.044000864028930664
10,sieve_of_eratosthenes,-1,503073,503083,0.06699776649475098
10,sieve_of_sundaram,-1,489253,489263,0.2100048065185547
1000,sieve_of_sundaram,-1,181110,182110,0.07299566268920898
10,sieve_of_sundaram,-1,701619,701629,0.30503392219543457
10,sieve_of_eratosthenes,-1,182333,182343,0.021996259689331055
1000,sieve_of_eratosthenes,-1,907463,908463,0.11796927452087402
10000,sieve_of_sundaram,-1,431260,441260,0.18899893760681152
100,sieve_of_sundaram,-1,692627,692727,0.2989993095397949
10,sieve_of_sundaram,-1,838484,838494,0.3710324764251709
10000,sieve_of_sundaram,-1,426451,436451,0.17896699905395508
100,sieve_of_eratosthenes,-1,450462,450562,0.053999900817871094
10000,naive_algorithm,-1,444306,454306,0.04199814796447754
100,naive_algorithm,-1,267811,267911,0.0
100,naive_algorithm,-1,336020,336120,0.001001596450805664
100,naive_algorithm,-1,622091,622191,0.0
10000,sieve_of_sundaram,-1,458950,468950,0.19699668884277344
100,sieve_of_sundaram,-1,989501,989601,0.44204115867614746
10000,sieve_of_eratosthenes,-1,813364,823364,0.10196065902709961
100,sieve_of_sundaram,-1,448856,448956,0.18999886512756348
1000,sieve_of_eratosthenes,-1,670347,671347,0.08499956130981445
10,sieve_of_eratosthenes,-1,855846,855856,0.11500191688537598
10000,sieve_of_eratosthenes,-1,466457,476457,0.061998605728149414
10,sieve_of_eratosthenes,-1,532420,532430,0.06600642204284668
10000,sieve_of_sundaram,-1,244392,254392,0.10399293899536133
10000,sieve_of_sundaram,-1,519544,529544,0.22300100326538086
1000,sieve_of_sundaram,-1,379000,380000,0.1569995880126953
1000,naive_algorithm,-1,816644,817644,0.004998683929443359
10,naive_algorithm,-1,959470,959480,0.0
10,sieve_of_sundaram,-1,347691,347701,0.1400001049041748
10000,naive_algorithm,-1,597494,607494,0.04703378677368164
10000,naive_algorithm,-1,62935,72935,0.0209653377532959
1000,sieve_of_eratosthenes,-1,810403,811403,0.10636162757873535
10000,sieve_of_sundaram,-1,894132,904132,0.40700602531433105
10000,naive_algorithm,-1,799754,809754,0.0540006160736084
1000,sieve_of_sundaram,-1,795185,796185,0.3502640724182129
10,sieve_of_sundaram,-1,96753,96763,0.03599977493286133
1000,sieve_of_eratosthenes,-1,867006,868006,0.1120004653930664
10000,sieve_of_sundaram,-1,542872,552872,0.2350020408630371
10,sieve_of_sundaram,-1,53213,53223,0.01899862289428711
10,naive_algorithm,-1,442137,442147,0.0
10,sieve_of_sundaram,-1,335829,335839,0.1370387077331543
100,sieve_of_sundaram,-1,578671,578771,0.2510058879852295
10,naive_algorithm,-1,209130,209140,0.0010027885437011719
10,sieve_of_sundaram,-1,751783,751793,0.32695627212524414
1000,sieve_of_eratosthenes,-1,495408,496408,0.06199979782104492
10,naive_algorithm,-1,127583,127593,0.0
100,sieve_of_eratosthenes,-1,751421,751521,0.09300017356872559
10000,naive_algorithm,-1,193850,203850,0.0279996395111084
100,naive_algorithm,-1,412115,412215,0.0010006427764892578
10,sieve_of_eratosthenes,-1,15349,15359,0.0020020008087158203
10,sieve_of_eratosthenes,-1,267719,267729,0.0319974422454834
10,sieve_of_eratosthenes,-1,369999,370009,0.04700064659118652
10,sieve_of_sundaram,-1,213785,213795,0.08303380012512207
10000,naive_algorithm,-1,846935,856935,0.05599188804626465
1000,naive_algorithm,-1,743035,744035,0.004004240036010742
10,sieve_of_sundaram,-1,915034,915044,0.40496301651000977
10000,sieve_of_eratosthenes,-1,706620,716620,0.09299826622009277
1000,sieve_of_eratosthenes,-1,836618,837618,0.10399961471557617
100,sieve_of_sundaram,-1,159690,159790,0.06099963188171387
100,sieve_of_sundaram,-1,323865,323965,0.13500094413757324
10,sieve_of_sundaram,-1,280749,280759,0.11203622817993164
1000,naive_algorithm,-1,577125,578125,0.003997325897216797
100,naive_algorithm,-1,640028,640128,0.00099945068359375
10000,naive_algorithm,-1,999145,1009145,0.05896568298339844
10,sieve_of_eratosthenes,-1,653529,653539,0.0840003490447998
1000,naive_algorithm,-1,452,1452,0.0010001659393310547
1000,sieve_of_sundaram,-1,88829,89829,0.03199887275695801
10,naive_algorithm,-1,635290,635300,0.0
1000,naive_algorithm,-1,388516,389516,0.003999948501586914
100,sieve_of_sundaram,-1,722058,722158,0.32103466987609863
1000,sieve_of_sundaram,-1,210643,211643,0.08096432685852051
100,sieve_of_sundaram,-1,231858,231958,0.09200048446655273
10,sieve_of_sundaram,-1,178918,178928,0.07000017166137695
10,sieve_of_eratosthenes,-1,511417,511427,0.0670015811920166
1000,sieve_of_eratosthenes,-1,838270,839270,0.1100001335144043
100,sieve_of_eratosthenes,-1,468595,468695,0.059000253677368164
100,sieve_of_eratosthenes,-1,843155,843255,0.10800004005432129
1000,naive_algorithm,-1,500687,501687,0.004998922348022461
10000,sieve_of_sundaram,-1,463619,473619,0.20300054550170898
10,sieve_of_eratosthenes,-1,325545,325555,0.040999650955200195
10000,sieve_of_sundaram,-1,391934,401934,0.1720428466796875
100,naive_algorithm,-1,501529,501629,0.0
100,sieve_of_sundaram,-1,386126,386226,0.15999150276184082
1000,naive_algorithm,-1,350084,351084,0.004000425338745117
1000,sieve_of_sundaram,-1,446557,447557,0.18796539306640625
10000,sieve_of_sundaram,-1,671154,681154,0.29500246047973633
10000,sieve_of_sundaram,-1,743163,753163,0.33699750900268555
1000,naive_algorithm,-1,422084,423084,0.003998994827270508
10,sieve_of_eratosthenes,-1,483005,483015,0.05800032615661621
1000,naive_algorithm,-1,183672,184672,0.0019991397857666016
100,sieve_of_sundaram,-1,3806,3906,0.0010008811950683594
100,naive_algorithm,-1,387154,387254,0.0009999275207519531
100,sieve_of_sundaram,-1,488239,488339,0.20299959182739258
100,sieve_of_eratosthenes,-1,566428,566528,0.07299995422363281
100,naive_algorithm,-1,529106,529206,0.0010006427764892578
10,sieve_of_eratosthenes,-1,575639,575649,0.0700368881225586
1000,sieve_of_sundaram,-1,389341,390341,0.16196584701538086
100,sieve_of_eratosthenes,-1,981162,981262,0.12599778175354004
10,sieve_of_eratosthenes,-1,426300,426310,0.05399966239929199
1000,sieve_of_eratosthenes,-1,951889,952889,0.12299919128417969
10,naive_algorithm,-1,239996,240006,0.0
1000,sieve_of_eratosthenes,-1,627295,628295,0.08100032806396484
10000,sieve_of_eratosthenes,-1,407845,417845,0.050034284591674805
10000,sieve_of_eratosthenes,-1,466982,476982,0.05696582794189453
10,naive_algorithm,-1,618916,618926,0.0
10000,sieve_of_eratosthenes,-1,898059,908059,0.11701464653015137
1000,naive_algorithm,-1,939797,940797,0.00499272346496582
10,sieve_of_eratosthenes,-1,326284,326294,0.03900027275085449
100,sieve_of_sundaram,-1,814008,814108,0.3690018653869629
10000,naive_algorithm,-1,963675,973675,0.05703568458557129
100,naive_algorithm,-1,324444,324544,0.0
100,naive_algorithm,-1,770053,770153,0.0009958744049072266
1000,naive_algorithm,-1,334761,335761,0.0030045509338378906
10000,sieve_of_eratosthenes,-1,118052,128052,0.014998435974121094
10,sieve_of_sundaram,-1,373079,373089,0.15496349334716797
100,naive_algorithm,-1,76762,76862,0.0
100,sieve_of_sundaram,-1,479565,479665,0.20299959182739258
10000,sieve_of_sundaram,-1,584024,594024,0.2530336380004883
10,sieve_of_eratosthenes,-1,550089,550099,0.06996536254882812
10,naive_algorithm,-1,439654,439664,0.0
10,sieve_of_sundaram,-1,393341,393351,0.16899967193603516
1000,naive_algorithm,-1,171823,172823,0.0029997825622558594
1000,sieve_of_sundaram,-1,579762,580762,0.25800013542175293
10,naive_algorithm,-1,508888,508898,0.0
1000,sieve_of_eratosthenes,-1,290776,291776,0.035999298095703125
100,naive_algorithm,-1,281758,281858,0.0
10000,naive_algorithm,-1,438847,448847,0.0429995059967041
10000,sieve_of_eratosthenes,-1,610182,620182,0.08100223541259766
1000,sieve_of_eratosthenes,-1,128122,129122,0.014999628067016602
1000,sieve_of_eratosthenes,-1,347046,348046,0.04200148582458496
100,sieve_of_eratosthenes,-1,163848,163948,0.018998384475708008
10,sieve_of_sundaram,-1,868989,868999,0.38900256156921387
10,sieve_of_eratosthenes,-1,139026,139036,0.016000032424926758
